editorid,journalid
54880845dabfaed7b5fa3457,1878942a-c693-4280-9413-017dfe6cced6
53f43e5ddabfaeb22f4aa11f,469faba3-8121-487a-8d26-a16c14772c5b
53f42c71dabfaee0d9aeee4b,ddbf9bdb-f083-4e9c-9dd2-adc59580a462
53f38951dabfae4b34a26bdb,a4961c64-b00a-4278-8946-30570a301fe2
53f4ccbddabfaee57a782c48,04143537-737a-41de-b2e5-8e1500993f90
53f39c5bdabfae4b34a9c44f,e3ddd9b4-e147-42c5-9a1c-da3db4aebcdc
53f4760bdabfaee02add2c39,a4cab0fc-a478-46f7-8fd8-7ac6edd331c3
54090553dabfae450f459495,599af9a6-065f-4855-85d0-c6ee4704257a
543505b3dabfaebba58907a7,d340c21f-ca83-4f03-8a59-dc15ca81387f
53f4309adabfaee2a1ca5a45,aff92296-5bc8-45f5-b036-70ab74b5e90e
53f43d88dabfaec22bab206e,bea6ce51-75d0-49d1-9dff-b8cc81cc3416
53f446ccdabfaeee229f8fc1,1f3c38d1-ff6b-4fbe-956f-83638b470269
544857b5dabfae87b7e0e08d,b07d0b63-2a1c-4902-bc99-98bcb457aacb
54480a32dabfae87b7dc9520,212b1dac-06fd-4e05-8345-39d303fd2aaf
53f47502dabfaee1c0b9fb94,111fbf12-3b45-495b-8540-738944cdd7ea
54314adedabfae8f29141bca,72549594-7b26-4096-8213-f1b0733b9587
53f3b0addabfae4b34b1a2d4,dadf7d3a-d254-4fa1-9937-a2bbf840347f
53f4c75ddabfaee57d77c0a1,f36f6072-ffe4-4828-b68e-08706b4eeeec
54068d98dabfae44f083fe63,5f6af619-5b86-44b1-a318-efe1a183a464
53f43019dabfaee2a1c9ebd2,06a3b16d-428b-4815-abe6-11f825d59da6
53f45242dabfaee0d9be37f4,1399d7cf-af6e-44f9-bf95-ff888b036f68
53f38aa8dabfae4b34a2e27a,79820697-745a-4f18-9d65-0b94d4e2bb36
53f31c1fdabfae9a8443aca1,583ec6f3-b398-4a4b-888f-0181d220d624
53f38348dabfae4b34a02f33,461e11e5-3384-4226-8277-388c436f1677
53f79cb1dabfae92b40cd4e9,1e7bae85-c520-4506-83cb-94d804efe1f5
53f49870dabfaee0d9c74ca5,8695d781-685c-4066-a91d-26c2004a7704
5447fde2dabfae87b7dbd61e,ea8b8c74-196b-44cf-9d91-67c2ca596018
54108845dabfae44f08ba73c,b95e092e-fb24-4260-949c-06379e3532b1
53f43104dabfaeb1a7bb9534,18fb81ae-2e86-4ea6-8570-534a60430e8f
53f43039dabfaec22ba3c2d5,3b9d7845-9a75-4061-a8d0-2da34878a9f8
5448e193dabfae87b7e8b4fe,5466930f-24a3-4a95-8d94-69915c21569f
53f431aadabfaee2a1cb329f,c5a377a0-c472-4779-a049-1aa464570841
53f439dcdabfaedf4359f59f,0f3088d1-27a5-43f5-ad85-3becfc8fdc5c
53f4356fdabfaee02acc1e74,2cb985bc-1c53-47c6-aab3-fe6fa2e9d900
53f38e3adabfae4b34a44143,3fee7030-0e53-44ad-844b-47cc86d49748
53f436eedabfaee43ec34d64,5094933a-fe52-4bc2-b6b1-9031a447ce84
54090900dabfae450f45ac02,dbaad27e-63e9-45b5-badc-57029e9e4575
53f4438cdabfaeecd69a1ba7,bf3ce795-84ef-43f2-9b86-2b609f44ec92
5448257fdabfae87b7de19ba,6a2ea11a-938e-419b-acc4-a6be43b5b5a9
56cb18b7c35f4f3c6565d822,38799dae-537d-4964-a38a-4a79d2aaa3eb
53f430d9dabfaec09f1404be,c00ee292-4e84-49a7-bd56-509250fe9390
53f47ef4dabfaec09f29b8ad,643c212e-2bad-4cdd-9a13-34b10e464dc8
53f42e06dabfaee1c0a3bfa7,db2ddbf9-6440-454b-8844-b711f32e0dfb
53f39d53dabfae4b34aa2bf7,f1ceb6a5-04d3-472e-a974-4076006ce163
53f47214dabfaedf4367310e,7ffb0650-bbfc-4a14-9f64-c4a977f38efb
53f43a34dabfaee1c0ac0ea8,6f3bc879-73fe-459b-89ca-5babafa7f6f8
53f42e8edabfaedd74d45e7c,59ba1812-af81-4f0b-afa4-3118652820d9
53f44dafdabfaec09f1e570a,8a86e4b4-5d8d-4b63-9dc2-02c611fd5da8
54871ea6dabfaed7b5fa2e23,baf53264-8002-4c77-9dac-f94cc8b5c2a9
53f44747dabfaeecd69afede,1d823f77-3b7f-436f-be0a-fe9f0e5e4cfa
56017b7845cedb3395e61071,a2706dae-9c65-47db-b124-629d3dc619b0
53f434e4dabfaedf435723a1,0f034bd1-550a-44af-9f68-077c0bdc5c68
53f438a7dabfaee43ec4547e,561cae1b-83c8-4b65-b25a-ea7a609b0905
53f43529dabfaee4dc7784e8,8b23e534-5fec-4a12-8fff-28ca80360659
53f37c9ddabfae4b349e7b91,22779bd7-89f0-4000-8727-dd8ff651489a
548cdbc0dabfaed7b5fa46fe,ce45848e-5afc-47e3-86b0-2c05e5492a35
53f45c55dabfaee2a1d89c53,a87fd62b-29cb-4006-8ac0-4a09238e26dd
5432acd8dabfaeb4c6a96173,fb60d5fa-3d7b-4972-81d0-572cdac6cc01
53f4a55ddabfaedd74eb7a1a,7b684326-c9ed-4122-b274-bfa865a8979d
53f42eecdabfaee0d9b10bb5,60c4d26d-6f30-4b61-9ca4-9be3a39f48a9
53f44bc3dabfaedf435e2377,a7ffa715-e938-4d4c-9232-f95b7d1a1e27
53f824fadabfae92b410f0bb,d01ca799-989e-41fc-a830-9781660ec797
53f44e78dabfaee2a1d54ae1,479a962b-a296-40eb-b51a-ed7057e63cdd
53f46f4bdabfaee02adb7ece,c8a60a09-ead8-4699-8dfe-84a6853986ee
5601920945cedb3395e7e216,34c5aba9-5d96-4c83-bc14-e305dee2b2dc
54329208dabfaeb54215e1a8,b6ff05fe-5575-421c-8143-a6fe8d084dbf
53f43b3adabfaedd74dcf4f9,ff667bf4-712a-485a-a93f-32b5db3a03b0
53f3a225dabfae4b34ac0ced,4fe968a1-5598-4802-889f-678e92512421
56017d5e45cedb3395e63aae,2416ac28-aa79-47b9-b2a7-0a3774186e81
53f43435dabfaee2a1cd1526,c52ddd49-204c-4771-8d9b-4ed4a6ea07c4
54324d73dabfaeb4c6a7dabe,9bfb41d7-cd9d-45a9-b047-b2f75e4b3c87
53f46519dabfaee43ecf194d,0a0edbd2-6ca5-41a9-b5fe-7338192c4998
53f438e0dabfaefedbae07e4,e8cbe622-e0fa-470f-bf40-295e29811665
54342b11dabfaebba584a45e,82ddd2a3-7420-47a9-9a18-03d65a39090d
53f38283dabfae4b349fe501,153f84a7-c0f2-4f08-9f26-4fce946335af
53f43b72dabfaeecd6990981,a2369450-8a82-460c-a0b5-0c2ea3a5cdbd
53f43d5bdabfaee2a1d1d210,ce4877fc-aaf3-42fe-9cd0-73b6ae477d4f
542c79ecdabfae1ad8964f9b,44380789-e419-4f4f-a0f8-9b179a854148
53f382f9dabfae4b34a010db,9206b408-d3b2-4b30-b160-8cb0e151b1ae
53f45755dabfaee0d9bf7c48,e6e8bd56-4ecb-415b-bb21-571820ad338b
53f42c4ddabfaec22ba07136,5999e1b0-c046-431d-9cf3-4541dce190d8
53f42be3dabfaedce54ae313,f3f4bc72-5748-4a61-a9d3-00fb5a48edff
5448858adabfae87b7e3a633,e5df6e2f-3489-48fd-9895-b58d459ada2a
53f46fbddabfaeee22a76792,7cd8a7bc-d92c-4c57-925e-d44e160209c1
53f42bf1dabfaee02ac4b11f,b495bb00-59c0-4463-ac00-889372c6d41b
53f42d46dabfaee0d9afb527,a0b98aac-d4dc-4073-9e08-a0ea91fa9377
5601b8ed45cedb3395ea3aa0,32a5972e-7bb1-49ad-a244-e69f4dd67320
53f438fddabfaee1c0ab6415,04d42afd-1788-4e6f-893b-42db115cb00c
53f43625dabfaee4dc78128a,ea16a97a-dc20-4c94-8828-6b466403047a
562d092945ce1e5967700727,9a71f8f3-ffdc-4557-a772-1d4e1d4c5725
53f43428dabfaee0d9b4fe92,8b906df9-232a-4097-874a-3e9cf677aa06
53f44380dabfaee2a1d28fc5,16074fed-d440-40bc-bf7c-cdedd89c8146
53f43041dabfaeb22f42c615,a980396e-476a-41eb-9c48-12b74b12d30a
53f450aadabfaedf435f5169,3daf510f-5a5d-40c0-b2fa-7b20d8eb374e
53f46dc9dabfaee43ed13f70,c473d18f-1500-4fc2-a5c2-fd02b9ab877d
542a49b9dabfae646d54a11b,454b3278-6df7-4499-88fb-faa62be03c2a
53f810c3dabfae92b41071c9,b21372a3-50df-4a3f-a283-e567365205b5
53f442f2dabfaeecd69a0427,03ee267f-5795-4013-824b-4cea72e6517f
53f430cbdabfaeb22f433657,817b51ff-7c03-48ee-98dc-2f38412bdba0
53f435a8dabfaeb2ac04cf43,47404729-2dad-4668-b6ff-cf26bb4a6561
53f49832dabfaeb6ca77b9ed,7a12848c-4149-4e87-a860-f5bd69e972ef
53f431f5dabfaec09f14e4a7,5219b9b8-6547-498e-93ce-245b0f2c6051
53f48469dabfaec09f2a6f01,76ced537-bec7-49c0-848c-89188ca7c9d5
53f4661edabfaee02ad937e7,7c473398-c692-40ac-affe-43999dd9a7b5
53f55e39dabfae522df8045b,599db172-8156-4c9e-975f-0272c1332371
53f3a14edabfae4b34abbc2f,d62ed46a-f3e8-4a73-ae06-61d8149c883f
548edc6bdabfaef989f096d4,894bb284-85bf-405e-a1e6-2c738de6477d
53f430a0dabfaee0d9b26272,217cde71-ed7a-4f76-aa9c-ae6af74b7996
53f3750edabfae4b349cdef8,c41c681d-d721-4861-8a1c-ad84f70ef22e
53f47d50dabfaec09f295e43,6155754a-be4a-4340-ae9c-211a36d4757e
53f471dedabfaec09f26c216,652b8af3-bc1b-4d94-ac29-909e88c40898
53f42db3dabfaec22ba1c1a0,dcb67c3c-2e28-4798-8325-367e362f4686
53f46eebdabfaedd74e8b76f,19d15113-3410-4563-a37d-89df15bc535d
53f4c7bcdabfaee57677c99f,18c082b9-3702-414f-bde1-75ca05746715
53f433bfdabfaec22ba66f58,5db72f15-9562-4fca-8f0b-8779ce826474
53f4347fdabfaee1c0a8bca7,5c822295-f299-46d4-85f6-9f07da97b9a5
53f48c06dabfaea7cd1cdd37,f9ba2f8c-ee42-44ed-97de-57cfafacccc4
53f44412dabfaee1c0ae3780,b70e6288-e0ff-492d-aa2d-a8adae01515f
53f7f9e6dabfae8faa4cb4ba,f3d3bd48-c053-42ac-9e73-389c1dee565d
53f4d6b2dabfaef55df805b6,7b3513b3-e2e7-4423-b1e8-8fd8ef7f6040
53f439b0dabfaeecd697d392,72dd59d3-c228-41b4-97bf-c7e6218733fd
53f3b1e7dabfae4b34b2139e,7933c5af-093a-48b3-ac48-09695063958b
53f44faedabfaedd74e13656,705d933c-8532-4c7a-93d5-119e402a1da9
53f445b2dabfaee4dc7ce3d0,84d602f0-83ad-4a41-8b72-34d98fa80cb4
53f439c4dabfaedd74dbfa85,3522575a-f332-44d0-8adf-f15a10afca3a
53f4d030dabfaeeee5f81771,d338fa41-a11f-44c1-a86c-e036baeddeca
5601c91b45cedb3395ebfc8c,5fffd16a-ce7c-4aac-b650-8e130a84b3a3
53f42eb0dabfaedd74d479ea,cfcc5e34-3fb0-469e-8888-cde6260e8f32
53f4582bdabfaeee22a3aac8,fe0003da-289b-40eb-b400-99449965709a
53f42d37dabfaeb2acfe7f08,f6c75142-573d-4a5e-bfc6-a8639c645d14
53f42f25dabfaedf4352d44b,2c54c49f-c036-49d1-97e9-87e9211c26a8
53f430d6dabfaedce54f14dc,30874e75-08ae-403d-abe9-a36327036739
53f431dfdabfaee1c0a6dc09,2018ba10-19b3-46a2-93a7-8ee2ba865d0e
5405faabdabfae91d30233af,e2d00a5c-a9e8-491a-b89a-ef04dd31293e
53f44ac6dabfaefedbb25617,27001ba3-b570-4b59-9a27-eedc45f2fa80
56110a0145cedb339783c022,ca477fd9-dfde-46c4-9351-e058ae06f123
53f32d33dabfae9a844995e3,372c8f3f-e757-42a4-8a65-74c40202321b
53f47a4edabfaee43ed420dc,35a410a3-3179-4eb1-9519-80be61af84a0
53f46c93dabfaee0d9c46d03,2a5146f9-c7ab-406f-9e57-8ada4ad3067c
53f43348dabfaeb22f451f40,c0eb248c-f33d-47a8-a3a1-393eca529392
53f48525dabfaedf436905bf,01d030a2-a6d9-4ec8-9646-4aad0b617243
548cdbc1dabfaed7b5fa46ff,31a3c216-87ca-4e9a-9701-c4fe8165b0fd
54055948dabfae8faa5c5eed,b32e7721-89cd-43ec-93d9-569deee5fa39
53f44950dabfaee2a1d4086f,3df6c8e1-aed9-44c2-8693-8352c3865cee
5440e4ccdabfae805a705870,56849dd3-1f36-4baa-bc02-7f7c611950a2
56cb18acc35f4f3c6565a9a7,3effcba2-6c63-4a27-85e9-92981092cdc9
53f42db8dabfaeb22f40ca24,9683c4a6-f355-4471-836b-9e448e46debf
5432abb5dabfaeb4c6a95f14,3ab3c8e7-4408-438c-ab14-7cbff08ee4c7
54055b95dabfae44f0805774,b8a6fb2e-ca56-41d9-bc77-f334a607b79f
53f451dedabfaedd74e1c20d,650aeb09-069c-414c-8922-4c796c948065
53f436f6dabfaee4dc787af3,9a921ef6-cc53-47ef-a3a1-6c7d5a4f75e0
53f43369dabfaec09f15f08c,79212fa5-cc6a-4536-8fdd-392b2426839e
54056d17dabfae91d3fe1b41,54d2a8d7-b94b-4a8d-98b5-a4744f11bb97
53f4386fdabfaee0d9b77c42,fa346eb5-95c0-4234-81fa-36251feba547
53f42d68dabfaee0d9afd1f5,1bdbc5bd-360e-43be-8d89-30f71b4c9dee
543031d6dabfaeca69bd4bd8,4effd7b8-b67a-4c8e-b9cb-b61d28eb8707
53f4cda0dabfaeed1ef80dfb,43ee3946-9369-4144-bad7-037a3a6b7280
53f4306fdabfaee2a1ca331d,a7ec37ec-98c6-441c-a7a8-e192d3070b41
53f4caaedabfaeea6af80d03,fa86569f-ca68-4e10-b20d-8067f3d5d49a
53f36eb5dabfae4b349b925e,fa78aaad-296c-46c5-ae8f-c4d8b9461869
53f4339bdabfaeb1a7bd876d,113316e5-55ac-4288-83dd-6fe5eb189ad4
5601b76645cedb3395e9f647,2e8bfd9e-1279-4a51-80d0-018277875737
542aa560dabfae646d57b951,57c4fbbd-a8e7-48d4-bcd3-e52bbea9aff3
53f3ac55dabfae4b34aff588,1601dc88-f9ba-4f29-9d79-ec79be8d42c2
53f473a3dabfaedf436796f3,5b21bf8e-e913-4f64-af12-e52d7da153a3
53f370efdabfae4b349c0b2b,dda4aef5-ab39-4b9f-b9b2-ca74e4fb7ca3
53f43430dabfaec09f16834c,b5512f9c-ecf0-4eb7-9504-d1bd30edbb8f
540935dedabfae8faa67511c,cdda5d91-4e3b-44d2-ba70-3217815e56e1
56ae0ea8c35f4fa9054188b3,e5786889-489b-41ec-8a91-302fcffecab1
53f46a82dabfaee02ada5534,8d227a43-21d0-470e-af3d-ec6397869a5e
53f46204dabfaefedbb77da0,e331dcc3-1f60-40ae-8674-c028600dd048
53f36012dabfae4b349822c5,b662c546-3361-418f-88bc-718d541b14d7
53f42dc5dabfaeb22f40d4cd,42007dd2-43b0-4201-a9c6-4e25af650def
53f4363fdabfaee02acc93e5,c03f395b-a298-4bbf-9273-65d3bfcb7cac
53f43a42dabfaec22baa5387,a8c4fe3e-839c-4325-830b-11d8f009abce
53f3833ddabfae4b34a02ae3,d6187c92-24bb-4ebb-9608-e92f5bc7eb49
53f43129dabfaee1c0a64854,d92ef763-034f-4efd-b37b-39f37a960734
53f455aedabfaee2a1d7173e,43125269-c859-4eb9-aec6-3fd6f45d3fcf
53f3a8eedabfae4b34aeac2b,94aa7cff-8c4a-4834-80d1-57e8412d0584
5433ead3dabfaebba582e02e,b439525c-f149-46d5-80c5-48158037739b
53f42de6dabfaedd74d3d61f,9827b44c-68ed-4ed1-a50a-9df21c275278
53f45e08dabfaee0d9c0f723,0e130164-7910-480b-a76d-4356df0ee8c0
53f46184dabfaee0d9c1bacc,78941ce2-d108-43f1-afce-580bc9f127aa
53f43737dabfaeecd69662c0,05ec4a7b-e33a-4f0d-8246-c99755c25322
53f4d3acdabfaef203f81293,ae7347bc-e400-4958-9d5f-f7d79d123bd1
5602148245cedb3395f0533e,bd33496c-ad3c-442f-a0fe-0690f44bbe17
53f43594dabfaee1c0a968cd,cb6892c7-e42f-4b27-88bd-ce671d2094f3
540594badabfae8faa5e4c77,b6f83b17-e70f-4314-bef3-270467cd6321
53f450d1dabfaeecd69d5ea2,81ad1359-814e-44cf-aaef-37c27a8c30c6
53f44c84dabfaee43ec96310,73bb1b56-5812-4a9b-8536-9d2a9dda5779
53f37a1edabfae4b349df763,cfd93f23-3f34-4b39-9a05-118bf069ebfd
5405d158dabfae91d301095b,2f523ca6-2784-4600-b8a2-8171b9039f2b
53f451efdabfaee1c0b1bb2f,da81d380-6c56-4268-86eb-f03849ccfc1c
53f43376dabfaec09f15f8f8,9f88d475-7a71-44d5-8f0a-37b2cc705211
53f43124dabfaedce54f5472,bf39a32b-ed89-48dc-964e-957c1731c2f4
53f44875dabfaec09f1d14e9,eadffd48-1db6-4f34-8cc3-53b74b7355aa
53f434bbdabfaee4dc7737ea,ae6408a8-a812-4cb7-bd91-72f486fca52c
53f43a0bdabfaee43ec51b57,2dba1f3b-b986-45fc-8219-9eec6ba19ca8
54057608dabfae92b41d6e18,38761531-a6e9-4023-94b0-fc46c13c4163
53f44e2fdabfaee4dc7f068d,c1088826-04ae-4660-84a3-ab08db45a2c1
53f435a1dabfaedd74d9a52f,d8724b88-569a-4a2e-8c77-7248d89198e5
5447fea3dabfae87b7dbe4d0,e14d382f-3fa2-4db7-9867-64afc1f4e8cb
53f437a3dabfaee1c0aa88c8,a05151ef-90e3-4235-9434-75e9035b05a7
53f4335fdabfaee1c0a7ebfe,e44a66e9-dedb-4d73-aea1-0b9fc85382b5
53f42f61dabfaeb22f42180e,d88ad735-93f4-491b-b244-2694a021662a
53f430c5dabfaedce54f050e,51302d3f-a6ba-4c0b-8ed8-bcd7e1f010d7
53f46b6fdabfaedf43659849,0066b12e-945d-4327-a160-f609409f8b0a
5430ecfedabfae8f2911af83,4831b5e4-462c-423e-b809-7fd8fce8e9e2
53f4c9eddabfaee57677f26a,bb17a6e4-8fda-400f-a488-cc66d36263a9
56018a4c45cedb3395e6d1c6,e55edb4c-0c4d-471c-b1d6-ba8dcfff6672
53f642c4dabfaed4f40f3d0e,82cba5ed-5227-4850-845e-b25d2cccf2ce
53f4317ddabfaee02ac94d7c,495a6ce5-a41f-407f-a2ea-b20e31207979
53f45f0bdabfaeb22f520471,b0a17ca0-260a-4d9f-9002-ea991f2c53f5
53f3823adabfae4b349fc951,0d2fb7ee-d5e8-4f12-97cd-786f7c843377
53f436f6dabfaee0d9b69f45,3e00540e-8c48-4e88-9099-811b5bde4bc9
5405bd97dabfae450f3ccc5d,b5616ac8-8c6f-4ffa-9dd4-bc942d2ca9d1
53f49f8ddabfaedce562c5de,a5b66e14-bce6-4625-a7c2-c0c4344ceb39
54095b97dabfae450f47ac93,aa62d223-32f2-45bd-a92f-9e096f489132
53f808b3dabfae92b4102ca1,95df603a-ba61-40e6-9c9c-1f8a4dd98c24
5601eb6645cedb3395ede271,491853aa-aa72-476d-9ab3-71e75a326d1c
53f43a0bdabfaee2a1d084af,1394d356-e349-4eb2-b35b-3a7c71d37162
53f4316fdabfaedce54f907d,3a108f7a-cc7f-4c4a-a4b9-8a58af9df4e7
53f7f122dabfae9060afb1a2,cae10f2f-c0db-47bb-a969-1c60b638572e
53f4703edabfaee2a1dd5a40,68d7596c-27a4-4db8-9bf9-fb08297e6705
53f42cdedabfaec09f10d493,7846388f-7a5d-4093-b365-e8856bbf2a6c
53f43b40dabfaee2a1d15cfd,294cedca-7dd8-43e1-a5cb-892af4eb30af
53f465b9dabfaedd74e67203,b54feba0-3e28-485d-972b-e140ec59805e
53f44751dabfaee0d9bb6d8b,866fa68f-8181-4801-823e-d7033f3c6700
5433b527dabfaeb4c6ac85c8,21c8ea91-f3b1-4716-9e7b-1ee8b2e770d5
53f43034dabfaeb22f42bc50,c153d193-b8c3-4d76-896b-3e2b901d7fc2
542a4c6fdabfae61d4966599,166e6d4e-0900-4797-ac57-cc62ab18fb32
5448aedadabfae87b7e62dca,f45956ee-cf1d-4368-83a3-e9b0feaaf39e
53f46700dabfaee2a1db12a0,22beabbf-2096-4758-95a3-aba83790c7b6
53f456f7dabfaee1c0b2fbe6,d1ece9aa-2276-49a6-8e82-eadddfad3dab
5406f0a0dabfae450f3f8569,0252a51e-784d-413e-bc69-332ef63ab528
5485de8cdabfaed7b5fa25cc,ae7ffe7c-e0c8-425a-a5eb-51188186ad37
53f42b7adabfaec09f0f68a8,086c4da5-bd43-404c-bb29-fcf221158e25
53f432c4dabfaec09f158248,c07f3e10-3ba1-4adb-a8f3-dd645c4e3db5
53f44597dabfaee43ec7ac56,fbd88015-f302-4691-9898-7bae1f6179b1
53f432a0dabfaee0d9b3f555,325f23c5-1d75-411a-8408-e0056bc24446
5433b9afdabfaeb4c6ac97a1,ec664e69-0ca6-42d0-815c-5cdfef107b9d
53f4d1ccdabfaeedd877f710,5645ad9e-2dcd-43de-b6f4-e0c8aea23d81
53f43acedabfaedd74dcae64,336b8fda-904c-48d7-8e8e-70a55f9eeae6
56017c8145cedb3395e62904,d9ff48a0-db8e-4022-b1eb-3327d5c6436d
53f4548adabfaee4dc80a832,54fdac36-d01a-49d3-baef-95a25e9edf56
53f4a902dabfaeca6777b621,3acbfec0-bc19-485b-be04-49c207f4cf8b
53f39d32dabfae4b34aa1f2a,4a03feca-91a2-4627-a5c2-0b588b13d5f2
53f43507dabfaec22ba753bb,82865d9d-f7d4-495f-bbb2-7205eafffd91
53f42d93dabfaee02ac638d1,b790efc9-ce45-4fef-8eb3-194f2b687415
53f43823dabfaee4dc792dc5,b3729ea6-f3af-4c4e-8073-cb6294ac27dc
53f46db6dabfaeecd6a291dd,a69544bb-9c30-45b0-9e93-bd0db20937bb
